id:ID,:LABEL,preflabel,synonyms:IGNORE,description
FBbt:00000915PHENOTYPE,DISO,abdominal 7 ventral acute muscle 2 phenotype,NA,None
OMIM:600170.0001,DISO,"AQP3, IVS5, G-A, +1",NA,None
WBPhenotype:0000022,DISO,long,NA,None
MP:0010850,DISO,"increased effector memory CD8-positive, alpha-beta T cell number",NA,None
FBbt:00002832PHENOTYPE,DISO,abdominal 1 lateral pentascolopidial chordotonal organ lch5 phenotype,NA,None
ZFIN:ZDB-GENE-070928-4,GENE,nagpa,NA,None
MP:0005201,DISO,abnormal retinal pigment epithelium morphology,NA,None
MP:0010378,DISO,increased respiratory quotient,NA,None
MP:0003964,DISO,abnormal noradrenaline level,NA,None
ZP:0002086,DISO,abnormal(ly) disrupted erythrocyte differentiation,NA,None
FBbt:00001666PHENOTYPE,DISO,Drosophila cardioblast phenotype,NA,None
FBbt:00000180PHENOTYPE,DISO,Drosophila embryonic abdominal segment 8 phenotype,NA,None
MP:0003975,DISO,increased circulating VLDL triglyceride level,NA,None
ZP:0000115,DISO,abnormal(ly) quality nervous system,NA,None
MP:0010933,DISO,decreased trabecular bone connectivity density,NA,None
FBcv:0002030,DISO,lethal - all die during pupal stage,NA,None
HP:0001083,DISO,Ectopia lentis,NA,None
MP:0010080,DISO,abnormal hepatocyte physiology,NA,None
WBPhenotype:0000843,DISO,male mating efficiency reduced,NA,None
MP:0002007,DISO,increased cellular sensitivity to gamma-irradiation,NA,None
FBcv:0000360,DISO,decreased cell size,NA,None
GO:0002062PHENOTYPE,PHYS,chondrocyte differentiation phenotype,NA,None
HP:0011273,DISO,Anisocytosis,NA,None
MP:0009142,DISO,decreased prepulse inhibition,NA,None
MP:0005348,DISO,increased T cell proliferation,NA,None
GO:0008021PHENOTYPE,PHYS,synaptic vesicle phenotype,NA,None
MP:0004984,DISO,increased osteoclast cell number,NA,None
FBbt:00004300PHENOTYPE,DISO,notopleural bristle phenotype,NA,None
GO:0033554,PHYS,cellular response to stress,NA,None
MP:0011471,DISO,decreased urine creatinine level,NA,None
MP:0009760,DISO,abnormal mitotic spindle morphology,NA,None
MP:0008537,DISO,increased susceptibility to induced colitis,NA,None
ZP:0004263,DISO,abnormal(ly) disrupted primitive hemopoiesis,NA,None
MP:0011094,DISO,"embryonic lethality before implantation, complete penetrance",NA,None
FBcv:0000683,DISO,temperature response defective,NA,None
HP:0100547,DISO,Abnormality of forebrain morphology,NA,None
WBPhenotype:0001792,DISO,nuclei small,NA,None
WBPhenotype:0002277,DISO,dauer lifespan extended,NA,None
MP:0013514,DISO,increased memory-marker CD4-negative NK T cell number,NA,None
MP:0011339,DISO,abnormal glomerular mesangium morphology,NA,None
ZP:0001315,DISO,abnormal(ly) decreased length palatoquadrate cartilage,NA,None
MP:0003424,DISO,premature neuronal precursor differentiation,NA,None
FBbt:00001684PHENOTYPE,DISO,Drosophila embryonic/larval hemocyte phenotype,NA,None
FBbt:00004903PHENOTYPE,DISO,follicle stem cell phenotype,NA,None
FBbt:00000004PHENOTYPE,DISO,Drosophila head phenotype,NA,None
ZP:0006844,DISO,abnormal(ly) curved spinal cord,NA,None
GO:0031175PHENOTYPE,PHYS,neuron projection development phenotype,NA,None
MP:0005571,DISO,decreased lactate dehydrogenase level,NA,None
MP:0004274,DISO,abnormal embryonic/fetal subventricular zone morphology,NA,None
FBbt:00001673PHENOTYPE,DISO,Drosophila embryonic/larval dorsal vessel phenotype,NA,None
ZFIN:ZDB-GENE-100624-2,GENE,ccdc136a,NA,None
MP:0003453,DISO,abnormal keratinocyte physiology,NA,None
GO:0009887PHENOTYPE,PHYS,organ morphogenesis phenotype,NA,None
NCBIGene:102159652,GENE,LOC102159652,NA,None
FBbt:00001761PHENOTYPE,DISO,Drosophila imaginal disc phenotype,NA,None
ZP:0003789,DISO,abnormal(ly) decreased amount macrophage,NA,None
MP:0004430,DISO,abnormal Claudius cell morphology,NA,None
MP:0000579,DISO,abnormal nail morphology,NA,None
FBbt:00017008PHENOTYPE,DISO,Drosophila longitudinal visceral muscle primordium phenotype,NA,None
FBbt:00000735PHENOTYPE,DISO,Drosophila abdominal 3 ventral acute muscle 2 phenotype,NA,None
FBbt:00003748PHENOTYPE,DISO,Drosophila medulla phenotype,NA,None
HP:0012609,DISO,Hypomagnesiuria,NA,None
FBbt:00004221PHENOTYPE,DISO,photoreceptor cell R5 phenotype,NA,None
MP:0000460,DISO,mandible hypoplasia,NA,None
GO:0005739PHENOTYPE,PHYS,mitochondrion phenotype,NA,None
MP:0003710,DISO,abnormal physiological neovascularization,NA,None
ZP:0000406,DISO,abnormal(ly) quality sensory system,NA,None
MP:0004543,DISO,abnormal sperm physiology,NA,None
MP:0002875,DISO,decreased erythrocyte cell number,NA,None
GO:0032127,PHYS,dense core granule membrane,NA,None
MP:0000245,DISO,abnormal erythropoiesis,NA,None
MP:0010875,DISO,increased bone volume,NA,None
ZP:0012587,DISO,abnormal(ly) process quality trunk vasculature angiogenesis,NA,None
FBbt:00004223PHENOTYPE,DISO,Drosophila photoreceptor cell R6 phenotype,NA,None
MP:0003721,DISO,increased tumor growth/size,NA,None
MP:0003232,DISO,abnormal forebrain development,NA,None
FBbt:00001866PHENOTYPE,DISO,embryonic/larval pharynx phenotype,NA,None
WBPhenotype:0000351,DISO,failure to hatch,NA,None
MP:0008474,DISO,absent spleen germinal center,NA,None
MP:0000378,DISO,absent hair follicles,NA,None
MP:0013648,DISO,increased CD11b-high dendritic cell number,NA,None
AQTLTrait:1112,GENO,Withers height,NA,None
GO:0001895PHENOTYPE,PHYS,retina homeostasis phenotype,NA,None
FBbt:00007164PHENOTYPE,DISO,dorsal arm of pharyngeal sclerite phenotype,NA,None
FBbt:00001327PHENOTYPE,DISO,peripheral glial cell phenotype,NA,None
MP:0000124,DISO,absent teeth,NA,None
NCBIGene:285622,GENE,NBPF22P,NA,None
HP:0012447,DISO,Abnormal myelination,NA,None
GO:0048798PHENOTYPE,PHYS,swim bladder inflation phenotype,NA,None
MP:0000575,DISO,increased foot pad pigmentation,NA,None
WBPhenotype:0000134,DISO,gene expression level reduced,NA,None
WBPhenotype:0001139,DISO,nuclear envelope assembly variant early emb,NA,None
MP:0009703,DISO,decreased birth body size,NA,None
GO:0051726PHENOTYPE,PHYS,regulation of cell cycle phenotype,NA,None
MP:0008347,DISO,decreased gamma-delta T cell number,NA,None
MP:0003055,DISO,abnormal long bone epiphyseal plate morphology,NA,None
MP:0008019,DISO,increased liver tumor incidence,NA,None
ZP:0000636,DISO,abnormal(ly) curved ventral trunk,NA,None
MP:0001200,DISO,thick skin,NA,None
FBbt:00001371PHENOTYPE,DISO,Drosophila neuroblast NB1-1 phenotype,NA,None
FBbt:00000026PHENOTYPE,DISO,Drosophila abdominal segment 5 phenotype,NA,None
ZP:0002563,DISO,abnormal(ly) hydrocephalic head,NA,None
FBbt:00001369PHENOTYPE,DISO,Drosophila neuroblast of ventral nerve cord primordium phenotype,NA,None
MP:0001923,DISO,reduced female fertility,NA,None
ZP:0003361,DISO,abnormal(ly) circular notochord cell,NA,None
ZP:0003376,DISO,abnormal(ly) disorganized muscle cell sarcoplasmic reticulum,NA,None
MP:0000399,DISO,increased curvature of guard hairs,NA,None
NCBIGene:452035,GENE,USP15,NA,None
GO:0030218PHENOTYPE,PHYS,erythrocyte differentiation phenotype,NA,None
MP:0001274,DISO,curly vibrissae,NA,None
MP:0003324,DISO,increased liver adenoma incidence,NA,None
MP:0004499,DISO,increased incidence of tumors by chemical induction,NA,None
FBbt:00005155PHENOTYPE,DISO,sense organ phenotype,NA,None
FBbt:00002833PHENOTYPE,DISO,Drosophila abdominal 2 lateral pentascolopidial chordotonal organ lch5 phenotype,NA,None
ZP:0000607,DISO,abnormal(ly) disrupted cell migration involved in gastrulation,NA,None
MP:0000336,DISO,decreased mast cell number,NA,None
HP:0010683,DISO,Low tissue non-specific alkaline phosphatase,NA,None
WBPhenotype:0001100,DISO,early embryonic lethal,NA,None
ClinVarVariant:384252,VARI,NM_018297.3(NGLY1):c.972G>A (p.Gly324=),NA,None
FBbt:00004396PHENOTYPE,DISO,Drosophila mesothoracic tarsal bristle longitudinal row 2 phenotype,NA,None
MP:0001231,DISO,abnormal epidermis stratum basale morphology,NA,None
GO:0015696PHENOTYPE,PHYS,ammonium transport phenotype,NA,None
FBbt:00005168PHENOTYPE,DISO,Drosophila external sensory organ phenotype,NA,None
FBbt:00004736PHENOTYPE,DISO,Drosophila unnamed wing hinge sclerite phenotype,NA,None
FBbt:00000424PHENOTYPE,DISO,Drosophila embryonic/larval posterior spiracle phenotype,NA,None
GO:0007626PHENOTYPE,PHYS,locomotory behavior phenotype,NA,None
WBPhenotype:0001510,DISO,neuronal cell fate specification variant,NA,None
FBbt:00001376PHENOTYPE,DISO,neuroblast NB5-2 phenotype,NA,None
ZP:0009369,DISO,abnormal(ly) present in greater numbers in organism neuroblast (sensu Vertebrata),NA,None
MP:0001511,DISO,disheveled coat,NA,None
GO:0030155PHENOTYPE,PHYS,regulation of cell adhesion phenotype,NA,None
MP:0004771,DISO,increased anti-single stranded DNA antibody level,NA,None
WBPhenotype:0001972,DISO,germ cell compartment multinucleate,NA,None
MP:0006394,DISO,abnormal vertebral epiphyseal plate morphology,NA,None
GO:0070121PHENOTYPE,PHYS,Kupffer's vesicle development phenotype,NA,None
ZP:0001302,DISO,abnormal(ly) decreased amount intersegmental vessel endothelial cell,NA,None
MP:0000443,DISO,abnormal snout morphology,NA,None
MP:0005154,DISO,increased B cell proliferation,NA,None
FBbt:00004333PHENOTYPE,DISO,ventral row phenotype,NA,None
MP:0004821,DISO,increased susceptibility to experimental autoimmune uveoretinitis,NA,None
MP:0001046,DISO,abnormal enteric neuron morphology,NA,None
MP:0006126,DISO,abnormal cardiac outflow tract development,NA,None
MP:0003426,DISO,pulmonary interstitial fibrosis,NA,None
MP:0013293,DISO,embryonic lethality prior to tooth bud stage,NA,None
MP:0002906,DISO,increased susceptibility to pharmacologically induced seizures,NA,None
GO:0052547PHENOTYPE,PHYS,regulation of peptidase activity phenotype,NA,None
FBbt:00004649PHENOTYPE,DISO,Drosophila tarsal segment 2 phenotype,NA,None
FBbt:00001311PHENOTYPE,DISO,interface glial cell phenotype,NA,None
FBbt:00000176PHENOTYPE,DISO,embryonic abdominal segment 4 phenotype,NA,None
MP:0008872,DISO,abnormal physiological response to xenobiotic,NA,None
MP:0009124,DISO,increased brown fat cell lipid droplet size,NA,None
GO:0021785PHENOTYPE,PHYS,branchiomotor neuron axon guidance phenotype,NA,None
AQTLTrait:1251,GENO,Milk lauric acid percentage,NA,None
WBPhenotype:0000085,DISO,swollen intestine,NA,None
GO:0008088PHENOTYPE,PHYS,axon cargo transport phenotype,NA,None
MP:0009429,DISO,decreased embryo weight,NA,None
FBbt:00004872PHENOTYPE,DISO,germarium region 3 phenotype,NA,None
GO:0045616,PHYS,regulation of keratinocyte differentiation,NA,None
MP:0002418,DISO,increased susceptibility to viral infection,NA,None
MP:0001313,DISO,increased incidence of corneal inflammation,NA,None
MP:0011049,DISO,impaired adaptive thermogenesis,NA,None
MP:0002024,DISO,increased T cell derived lymphoma incidence,NA,None
HP:0012303,DISO,Abnormal aortic arch morphology,NA,None
MP:0005006,DISO,abnormal osteoblast physiology,NA,None
MP:0009231,DISO,detached acrosome,NA,None
GO:0042310PHENOTYPE,PHYS,vasoconstriction phenotype,NA,None
MP:0004841,DISO,abnormal small intestine crypts of Lieberkuhn morphology,NA,None
GO:0042060PHENOTYPE,PHYS,wound healing phenotype,NA,None
FBbt:00004646PHENOTYPE,DISO,tarsal segment phenotype,NA,None
WBPhenotype:0000060,DISO,adult lethal,NA,None
FBbt:00004745PHENOTYPE,DISO,Drosophila axillary pouch phenotype,NA,None
WBPhenotype:0000167,DISO,precocious seam cell fusion,NA,None
ZP:0003351,DISO,abnormal(ly) disrupted notochord cell development,NA,None
ZP:0001978,DISO,abnormal(ly) medially rotated ceratohyal cartilage,NA,None
GO:0006468PHENOTYPE,PHYS,protein phosphorylation phenotype,NA,None
ZP:0000724,DISO,abnormal(ly) dilated atrium,NA,None
ZP:0008611,DISO,abnormal(ly) absent caudal fin,NA,None
GO:0001947PHENOTYPE,PHYS,heart looping phenotype,NA,None
FBbt:00004227PHENOTYPE,DISO,photoreceptor cell R8 phenotype,NA,None
FBbt:00005116PHENOTYPE,DISO,bouton phenotype,NA,None
MP:0012040,DISO,abnormal c wave shape,NA,None
FBbt:00003362PHENOTYPE,DISO,Drosophila dorsal medial muscle phenotype,NA,None
MP:0003058,DISO,increased insulin secretion,NA,None
ZP:0004001,DISO,abnormal(ly) degenerate retinal ganglion cell layer neuron,NA,None
MP:0000060,DISO,delayed bone ossification,NA,None
FBbt:00005287PHENOTYPE,DISO,Drosophila spermatid cyst phenotype,NA,None
FBbt:00006050PHENOTYPE,DISO,escort stem cell phenotype,NA,None
MP:0000566,DISO,synostosis,NA,None
MP:0009454,DISO,impaired contextual conditioning behavior,NA,None
FBcv:0000381,DISO,suppressor of variegation,NA,None
FBbt:00003018PHENOTYPE,DISO,Drosophila adult thorax phenotype,NA,None
HP:0100494,DISO,Abnormal mast cell morphology,NA,None
WBPhenotype:0001177,DISO,embryo osmotic pressure sensitive early emb,NA,None
HP:0011123,DISO,Inflammatory abnormality of the skin,NA,None
FBbt:00004191PHENOTYPE,DISO,Drosophila cornea phenotype,NA,None
MP:0000872,DISO,abnormal cerebellum external granule cell layer morphology,NA,None
MP:0001783,DISO,decreased white adipose tissue amount,NA,None
ZP:0003356,DISO,abnormal(ly) malformed notochord,NA,None
HP:0001595,DISO,Abnormality of the hair,NA,None
FBbt:00002835PHENOTYPE,DISO,abdominal 4 lateral pentascolopidial chordotonal organ lch5 phenotype,NA,None
MP:0004001,DISO,decreased hepatocyte proliferation,NA,None
GO:0021670,PHYS,lateral ventricle development,NA,None
MP:0002420,DISO,abnormal adaptive immunity,NA,None
HP:0003330,DISO,Abnormal bone structure,NA,None
HP:0011869,DISO,Abnormal platelet function,NA,None
ZP:0011004,DISO,abnormal(ly) increased process quality neuron myelination,NA,None
MP:0008944,DISO,decreased sensitivity to induced cell death,NA,None
MP:0009446,DISO,abnormal platelet dense granule physiology,NA,None
FBbt:00004768PHENOTYPE,DISO,Drosophila posterior crossvein phenotype,NA,None
MP:0001770,DISO,abnormal iron level,NA,None
FBbt:00004889PHENOTYPE,DISO,karyosome phenotype,NA,None
FBbt:00004864PHENOTYPE,DISO,Drosophila female reproductive system phenotype,NA,None
FBbt:00000710PHENOTYPE,DISO,abdominal 2 lateral longitudinal muscle 1 phenotype,NA,None
MP:0005440,DISO,increased glycogen level,NA,None
ZP:0004924,DISO,abnormal(ly) present in fewer numbers in organism vH ionocyte,NA,None
MP:0001282,DISO,short vibrissae,NA,None
GO:0045766PHENOTYPE,PHYS,positive regulation of angiogenesis phenotype,NA,None
ZP:0000766,DISO,abnormal(ly) bent post-vent region,NA,None
MP:0002746,DISO,abnormal semilunar valve morphology,NA,None
ZP:0001323,DISO,abnormal(ly) disrupted brain development,NA,None
MP:0002191,DISO,abnormal artery morphology,NA,None
FBbt:00002024PHENOTYPE,DISO,Drosophila dorsal multidendritic neuron phenotype,NA,None
FBbt:00000159PHENOTYPE,DISO,Drosophila embryonic labral segment phenotype,NA,None
FBcv:0000442,DISO,radiation sensitive,NA,None
WBPhenotype:0000170,DISO,precocious alae,NA,None
ZP:0009367,DISO,abnormal(ly) lacks all parts of type whole organism towards dorsal longitudinal anastomotic vessel,NA,None
FBbt:00003624PHENOTYPE,DISO,adult brain phenotype,NA,None
MP:0002908,DISO,delayed wound healing,NA,None
GO:0003146PHENOTYPE,PHYS,heart jogging phenotype,NA,None
HP:0100852,DISO,Abnormal fear/anxiety-related behavior,NA,None
FBbt:00006007PHENOTYPE,DISO,outer photoreceptor cell phenotype,NA,None
FBbt:00001930PHENOTYPE,DISO,embryonic/larval optic lobe phenotype,NA,None
FBbt:00005635PHENOTYPE,DISO,Drosophila embryonic posterior Malpighian tubule phenotype,NA,None
MP:0008546,DISO,abnormal vesicle-mediated transport,NA,None
MP:0003419,DISO,delayed endochondral bone ossification,NA,None
MP:0005431,DISO,decreased oocyte number,NA,None
MP:0010996,DISO,increased aorta wall thickness,NA,None
MP:0011572,DISO,abnormal aorta bulb morphology,NA,None
MP:0001353,DISO,increased aggression towards mice,NA,None
WBPhenotype:0000195,DISO,distal tip cell migration variant,NA,None
WBPhenotype:0000861,DISO,body wall muscle development variant,NA,None
WBPhenotype:0001958,DISO,gonad degenerate,NA,None
WBPhenotype:0000508,DISO,nonsense mRNA accumulation,NA,None
MP:0004007,DISO,abnormal lung vasculature morphology,NA,None
GO:0060021PHENOTYPE,PHYS,palate development phenotype,NA,None
GO:0033598PHENOTYPE,PHYS,mammary gland epithelial cell proliferation phenotype,NA,None
ZP:0009836,DISO,abnormal(ly) decreased process quality secondary motor neuron axon extension,NA,None
FBbt:00004488PHENOTYPE,DISO,frons phenotype,NA,None
MP:0010897,DISO,abnormal bronchiole epithelium morphology,NA,None
MP:0003458,DISO,decreased circulating ketone body level,NA,None
MP:0000585,DISO,kinked tail,NA,None
ZP:0009370,DISO,abnormal(ly) increased amount glioblast (sensu Vertebrata),NA,None
ZP:0003197,DISO,abnormal(ly) disrupted locomotion,NA,None
HP:0010663,DISO,Abnormality of thalamus morphology,NA,None
MP:0001683,DISO,absent mesoderm,NA,None
MP:0004969,DISO,pale kidney,NA,None
MP:0011966,DISO,abnormal auditory brainstem response waveform shape,NA,None
WBPhenotype:0001538,DISO,mRNA surveillance defective,NA,None
MP:0004277,DISO,abnormal lateral ganglionic eminence morphology,NA,None
ZP:0000411,DISO,abnormal(ly) aplastic swim bladder,NA,None
ClinVarVariant:17847,VARI,NM_198098.3(AQP1):c.113C>T (p.Pro38Leu),NA,None
FBbt:00001780PHENOTYPE,DISO,Drosophila ventral thoracic disc phenotype,NA,None
ZP:0000996,DISO,abnormal(ly) mislocalised lapillus,NA,None
MP:0005165,DISO,increased susceptibility to injury,NA,None
MP:0008661,DISO,decreased interleukin-10 secretion,NA,None
AQTLTrait:1101,GENO,Foot angle,NA,None
MP:0009186,DISO,decreased PP cell number,NA,None
AQTLTrait:1115,GENO,Chest width,NA,None
MP:0008226,DISO,decreased anterior commissure size,NA,None
MP:0008413,DISO,decreased cellular sensitivity to oxidative stress,NA,None
GO:0042600PHENOTYPE,PHYS,chorion phenotype,NA,None
AQTLTrait:1084,GENO,Sperm motility,NA,None
MP:0013669,DISO,decreased Ly6C-positive immature NK cell number,NA,None
MP:0001279,DISO,wavy vibrissae,NA,None
MP:0003705,DISO,abnormal hypodermis morphology,NA,None
FBbt:00001820PHENOTYPE,DISO,ventral histoblast nest abdominal 2 phenotype,NA,None
HP:0003687,DISO,Centrally nucleated skeletal muscle fibers,NA,None
FBbt:00001824PHENOTYPE,DISO,ventral histoblast nest abdominal 6 phenotype,NA,None
FBbt:00005066PHENOTYPE,DISO,fat body phenotype,NA,None
GO:0045165PHENOTYPE,PHYS,cell fate commitment phenotype,NA,None
FBbt:00004907PHENOTYPE,DISO,polar follicle cell phenotype,NA,None
MP:0008904,DISO,abnormal mammary fat pad morphology,NA,None
WBPhenotype:0001407,DISO,protein expression reduced cell specific,NA,None
MP:0001922,DISO,reduced male fertility,NA,None
MP:0004247,DISO,small pancreas,NA,None
MP:0005595,DISO,abnormal vascular smooth muscle physiology,NA,None
ZP:0010998,DISO,abnormal(ly) decreased process quality optokinetic behavior,NA,None
FBbt:00001626PHENOTYPE,DISO,Drosophila lateral cervical tract phenotype,NA,None
GO:0060041PHENOTYPE,PHYS,retina development in camera-type eye phenotype,NA,None
AQTLTrait:1117,GENO,Chest depth,NA,None
FBbt:00004983PHENOTYPE,DISO,Drosophila embryonic/larval cuticle phenotype,NA,None
MP:0009859,DISO,eye opacity,NA,None
GO:0031594PHENOTYPE,PHYS,neuromuscular junction phenotype,NA,None
GO:0048675PHENOTYPE,PHYS,axon extension phenotype,NA,None
FBbt:00000168PHENOTYPE,DISO,embryonic prothoracic segment phenotype,NA,None
AQTLTrait:1120,GENO,Thurl width,NA,None
MP:0000242,DISO,impaired fertilization,NA,None
MP:0000628,DISO,abnormal mammary gland development,NA,None
MP:0010308,DISO,decreased tumor latency,NA,None
FBbt:00004178PHENOTYPE,DISO,Drosophila Johnston organ phenotype,NA,None
GO:0048703PHENOTYPE,PHYS,embryonic viscerocranium morphogenesis phenotype,NA,None
MP:0001935,DISO,decreased litter size,NA,None
MP:0002813,DISO,microcytosis,NA,None
MP:0004677,DISO,truncated ribs,NA,None
GO:0007507PHENOTYPE,PHYS,heart development phenotype,NA,None
MP:0005335,DISO,abnormal gonadal fat pad morphology,NA,None
MP:0009885,DISO,abnormal palatal shelf elevation,NA,None
GO:0005815PHENOTYPE,PHYS,microtubule organizing center phenotype,NA,None
FBcv:0000680,DISO,proboscis extension reflex defective,NA,None
MP:0009375,DISO,thin zona pellucida,NA,None
WBPhenotype:0001037,DISO,sterile progeny,NA,None
MP:0001928,DISO,abnormal ovulation,NA,None
GO:0046544PHENOTYPE,PHYS,development of secondary male sexual characteristics phenotype,NA,None
